TAG_01		0.00	2024-07-23 04:48:18.424000
		----- Above are 1 records -----

MY_REAL		0.00	2024-07-23 04:48:18.424000
MY_REAL		100.00	2024-07-23 04:48:31.674999
MY_REAL		169.12	2024-07-23 04:48:32.763000
MY_REAL		173.20	2024-07-23 04:48:33.747000
MY_REAL		122.17	2024-07-23 04:48:34.731001
MY_REAL		147.17	2024-07-23 04:48:35.715000
MY_REAL		191.20	2024-07-23 04:48:36.719000
MY_REAL		114.20	2024-07-23 04:48:37.721001
MY_REAL		162.33	2024-07-23 04:48:38.709000
MY_REAL		161.00	2024-07-23 04:48:39.834000
MY_REAL		117.33	2024-07-23 04:48:40.705000
MY_REAL		143.12	2024-07-23 04:48:41.736000
MY_REAL		155.20	2024-07-23 04:48:42.739000
MY_REAL		134.12	2024-07-23 04:48:43.723000
MY_REAL		171.12	2024-07-23 04:48:44.708000
MY_REAL		147.33	2024-07-23 04:48:45.708000
MY_REAL		152.25	2024-07-23 04:48:46.691000
MY_REAL		115.50	2024-07-23 04:48:47.687000
MY_REAL		167.17	2024-07-23 04:48:48.688000
MY_REAL		162.33	2024-07-23 04:48:49.702999
MY_REAL		130.12	2024-07-23 04:48:50.690001
MY_REAL		174.12	2024-07-23 04:48:51.690001
		----- Above are 22 records -----

MY_TAG3		0	2024-07-23 04:48:18.424000
MY_TAG3		35	2024-07-23 04:48:31.674999
MY_TAG3		39	2024-07-23 04:48:36.719000
MY_TAG3		43	2024-07-23 04:48:41.736000
MY_TAG3		47	2024-07-23 04:48:46.691000
MY_TAG3		51	2024-07-23 04:48:51.690001
MY_TAG3		55	2024-07-23 04:48:56.730000
MY_TAG3		59	2024-07-23 04:49:01.673000
MY_TAG3		63	2024-07-23 04:49:06.697001
MY_TAG3		67	2024-07-23 04:49:11.728001
MY_TAG3		71	2024-07-23 04:49:16.681999
MY_TAG3		75	2024-07-23 04:49:21.715000
MY_TAG3		79	2024-07-23 04:49:26.702000
MY_TAG3		83	2024-07-23 04:49:31.726000
MY_TAG3		87	2024-07-23 04:49:36.684999
MY_TAG3		91	2024-07-23 04:49:41.732000
MY_TAG3		95	2024-07-23 04:49:46.670000
MY_TAG3		99	2024-07-23 04:49:51.737000
MY_TAG3		35	2024-07-23 04:49:56.666000
MY_TAG3		39	2024-07-23 04:50:01.700001
MY_TAG3		43	2024-07-23 04:50:06.687000
MY_TAG3		47	2024-07-23 04:50:11.711000
		----- Above are 22 records -----

MY_TAG4		0.00	2024-07-23 04:48:18.424000
		----- Above are 1 records -----

MY_INT		0	2024-07-23 04:48:18.424000
MY_INT		300	2024-07-23 04:48:31.674999
MY_INT		364	2024-07-23 04:48:32.763000
MY_INT		333	2024-07-23 04:48:33.747000
MY_INT		325	2024-07-23 04:48:34.731001
MY_INT		348	2024-07-23 04:48:35.715000
MY_INT		301	2024-07-23 04:48:36.719000
MY_INT		304	2024-07-23 04:48:37.721001
MY_INT		339	2024-07-23 04:48:38.709000
MY_INT		343	2024-07-23 04:48:39.834000
MY_INT		350	2024-07-23 04:48:40.705000
MY_INT		369	2024-07-23 04:48:41.736000
MY_INT		384	2024-07-23 04:48:42.738001
MY_INT		399	2024-07-23 04:48:43.723000
MY_INT		326	2024-07-23 04:48:44.708000
MY_INT		350	2024-07-23 04:48:45.708000
MY_INT		361	2024-07-23 04:48:46.691000
MY_INT		391	2024-07-23 04:48:47.687000
MY_INT		305	2024-07-23 04:48:48.687000
MY_INT		392	2024-07-23 04:48:49.702999
MY_INT		331	2024-07-23 04:48:50.690001
MY_INT		305	2024-07-23 04:48:51.690001
		----- Above are 22 records -----

MY_BOOL		0	2024-07-23 04:48:18.424000
MY_BOOL		1	2024-07-23 04:48:31.674999
MY_BOOL		0	2024-07-23 04:48:32.763000
MY_BOOL		1	2024-07-23 04:48:33.747000
MY_BOOL		0	2024-07-23 04:48:34.731001
MY_BOOL		1	2024-07-23 04:48:35.715000
MY_BOOL		0	2024-07-23 04:48:36.719000
MY_BOOL		1	2024-07-23 04:48:37.721001
MY_BOOL		0	2024-07-23 04:48:38.709000
MY_BOOL		1	2024-07-23 04:48:39.834000
MY_BOOL		0	2024-07-23 04:48:40.705000
MY_BOOL		1	2024-07-23 04:48:41.736000
MY_BOOL		0	2024-07-23 04:48:42.739000
MY_BOOL		1	2024-07-23 04:48:43.723000
MY_BOOL		0	2024-07-23 04:48:44.708000
MY_BOOL		1	2024-07-23 04:48:45.708000
MY_BOOL		0	2024-07-23 04:48:46.691000
MY_BOOL		1	2024-07-23 04:48:47.687000
MY_BOOL		0	2024-07-23 04:48:48.687000
MY_BOOL		1	2024-07-23 04:48:49.702999
MY_BOOL		0	2024-07-23 04:48:50.690001
MY_BOOL		1	2024-07-23 04:48:51.690001
		----- Above are 22 records -----

MY_INT		341	2024-07-23 04:48:52.770000
MY_INT		347	2024-07-23 04:48:53.754000
MY_INT		342	2024-07-23 04:48:54.834999
MY_INT		315	2024-07-23 04:48:55.712000
MY_INT		351	2024-07-23 04:48:56.730000
MY_INT		369	2024-07-23 04:48:57.733000
MY_INT		367	2024-07-23 04:48:58.716999
MY_INT		371	2024-07-23 04:48:59.702000
MY_INT		347	2024-07-23 04:49:00.686001
MY_INT		370	2024-07-23 04:49:01.673000
MY_INT		308	2024-07-23 04:49:02.650000
MY_INT		313	2024-07-23 04:49:03.757999
MY_INT		323	2024-07-23 04:49:04.725000
MY_INT		331	2024-07-23 04:49:05.712000
MY_INT		315	2024-07-23 04:49:06.697001
MY_INT		366	2024-07-23 04:49:07.681000
MY_INT		324	2024-07-23 04:49:08.666000
MY_INT		335	2024-07-23 04:49:09.759001
MY_INT		337	2024-07-23 04:49:10.743999
MY_INT		311	2024-07-23 04:49:11.726999
MY_INT		381	2024-07-23 04:49:12.728001
MY_INT		371	2024-07-23 04:49:13.728001
		----- Above are 22 records -----

MY_BOOL		0	2024-07-23 04:48:52.770000
MY_BOOL		1	2024-07-23 04:48:53.754000
MY_BOOL		0	2024-07-23 04:48:54.834999
MY_BOOL		1	2024-07-23 04:48:55.712999
MY_BOOL		0	2024-07-23 04:48:56.730000
MY_BOOL		1	2024-07-23 04:48:57.733000
MY_BOOL		0	2024-07-23 04:48:58.716999
MY_BOOL		1	2024-07-23 04:48:59.702000
MY_BOOL		0	2024-07-23 04:49:00.686001
MY_BOOL		1	2024-07-23 04:49:01.673000
MY_BOOL		0	2024-07-23 04:49:02.650000
MY_BOOL		1	2024-07-23 04:49:03.757999
MY_BOOL		0	2024-07-23 04:49:04.725000
MY_BOOL		1	2024-07-23 04:49:05.712000
MY_BOOL		0	2024-07-23 04:49:06.697001
